File Name,Duration,ttc,ttc2
DkjTJcCXipY_000383,7.4,2.9,6.9
DkjTJcCXipY_000476,6.6,2.6,5.5
DkjTJcCXipY_000543,4.9,3.4,4.9
DkjTJcCXipY_003474,9.3,1.8,4.2
DpQBo4gb6Lw_000074,10.6,2.4,6.5
DpQBo4gb6Lw_000181,9.9,2.5,8.7
DpQBo4gb6Lw_000281,9.8,4.5,7.0
DpQBo4gb6Lw_000380,10.9,3.1,6.5
DpQBo4gb6Lw_000687,21.9,6.3,10.6
DpQBo4gb6Lw_000907,13.9,7.2,13.4
DpQBo4gb6Lw_001047,12.7,5.5,10.0
DpQBo4gb6Lw_001275,8.9,2.5,6.7
DpQBo4gb6Lw_002562,12.8,3.2,6.0
DpQBo4gb6Lw_002691,12.0,5.1,10.0
DpQBo4gb6Lw_002812,5.9,2.7,4.9
DpQBo4gb6Lw_003134,13.9,5.8,10.6
DpQBo4gb6Lw_003414,10.9,4.6,6.2
DpQBo4gb6Lw_003924,11.8,3.1,8.8
DpQBo4gb6Lw_004109,6.9,2.0,6.1
DpQBo4gb6Lw_004333,11.9,2.9,4.9
DpQBo4gb6Lw_005793,11.1,2.9,8.3
DyzL2sahobA_000073,14.7,6.0,9.6
DyzL2sahobA_000311,6.1,5.0,6.1
DyzL2sahobA_000451,8.9,3.2,6.8
DyzL2sahobA_000541,7.9,2.8,7.0
DyzL2sahobA_000861,9.4,4.0,6.8
DyzL2sahobA_001156,8.9,2.9,6.4
DyzL2sahobA_001476,12.0,4.7,7.8
DyzL2sahobA_002044,10.9,2.5,9.1
DyzL2sahobA_002862,7.9,3.5,5.8
DyzL2sahobA_002942,11.9,2.9,7.1
DyzL2sahobA_004389,13.9,2.5,10.4
DyzL2sahobA_004529,11.9,5.3,7.5
DyzL2sahobA_004809,10.4,1.5,7.4
DyzL2sahobA_004994,11.3,6.5,10.1
EJ4VM9wLNXQ_000663,8.0,4.0,7.6
EJ4VM9wLNXQ_001061,10.6,4.8,7.8
EJ4VM9wLNXQ_001865,5.6,1.9,5.5
EJ4VM9wLNXQ_001942,8.0,3.5,7.9
EJ4VM9wLNXQ_002042,9.4,1.5,7.1
EY8x-fyQkbk_000286,14.2,3.7,11.1
EY8x-fyQkbk_000733,12.0,5.6,8.2
EY8x-fyQkbk_000951,9.5,2.2,5.5
EY8x-fyQkbk_001366,12.8,0.0,8.8
EY8x-fyQkbk_001548,9.6,4.1,9.6
EY8x-fyQkbk_002450,9.6,1.8,3.5
EY8x-fyQkbk_002762,12.2,3.1,11.5
EY8x-fyQkbk_003548,11.2,3.9,6.2
EY8x-fyQkbk_003774,8.8,2.3,6.8
EY8x-fyQkbk_004108,13.3,1.9,5.3
EY8x-fyQkbk_004577,10.2,3.1,5.2
EY8x-fyQkbk_004680,14.5,1.4,5.2
EY8x-fyQkbk_005102,12.4,5.7,11.6
EY8x-fyQkbk_005227,16.6,11.1,14.3
EY8x-fyQkbk_005584,9.1,4.4,7.9
EY8x-fyQkbk_005676,9.0,5.3,7.9
EY8x-fyQkbk_006019,13.5,4.0,13.4
EY8x-fyQkbk_006155,7.8,2.8,2.9
EY8x-fyQkbk_006234,9.9,2.3,3.4
EY8x-fyQkbk_006334,13.9,1.5,13.8
EY8x-fyQkbk_006474,8.8,3.0,8.1
EY8x-fyQkbk_006563,6.9,1.3,5.4
Eq7_uD2yN5Y_000073,4.6,3.7,4.6
Eq7_uD2yN5Y_000904,9.9,4.1,7.1
Eq7_uD2yN5Y_001088,9.9,5.1,6.5
Eq7_uD2yN5Y_001841,13.9,5.9,9.6
Eq7_uD2yN5Y_002226,9.9,4.2,8.3
Eq7_uD2yN5Y_002326,8.9,4.9,7.5
Eq7_uD2yN5Y_002606,11.9,2.7,9.6
Eq7_uD2yN5Y_002726,7.9,2.2,5.7
Eq7_uD2yN5Y_002806,9.0,2.5,9.0
Eq7_uD2yN5Y_002897,8.9,3.9,5.6
Eq7_uD2yN5Y_003719,7.9,2.8,5.3
Eq7_uD2yN5Y_003799,13.9,5.3,13.4
Eq7_uD2yN5Y_003939,10.9,4.0,7.8
Eq7_uD2yN5Y_004049,8.9,3.8,6.9
Eq7_uD2yN5Y_004239,9.9,5.0,9.2
Eq7_uD2yN5Y_004419,8.9,4.9,7.0
Eq7_uD2yN5Y_004812,9.9,5.1,8.0
Eq7_uD2yN5Y_005193,9.9,4.9,6.2
Eq7_uD2yN5Y_005433,9.9,4.0,6.4
Eq7_uD2yN5Y_005653,9.9,5.2,9.0
Eq7_uD2yN5Y_005753,11.8,4.9,6.6
F9-aR2Ocso4_001309,6.3,1.7,3.0
F9-aR2Ocso4_001723,5.6,3.9,5.6
F9-aR2Ocso4_001883,6.6,3.0,5.1
FqJ4IfRLKmA_000231,10.0,7.4,10.0
FqJ4IfRLKmA_000351,8.9,2.5,8.3
FqJ4IfRLKmA_000731,11.9,3.9,6.2
FqJ4IfRLKmA_001041,9.9,5.2,7.4
FqJ4IfRLKmA_001431,11.9,4.2,6.4
FqJ4IfRLKmA_001551,11.9,3.6,9.0
FqJ4IfRLKmA_001671,9.9,4.7,9.9
FqJ4IfRLKmA_001771,13.9,6.2,10.2
FqJ4IfRLKmA_004242,11.9,7.6,9.8
GDejMONyY4U_001493,5.8,0.6,4.3
GDejMONyY4U_001571,10.0,3.2,6.6
GDejMONyY4U_002293,8.0,2.6,4.2
GDejMONyY4U_002587,8.8,2.6,5.7
GDejMONyY4U_003047,8.9,1.6,6.9
GDejMONyY4U_003330,3.8,2.5,3.8
GDejMONyY4U_003812,9.9,3.2,4.6
GDejMONyY4U_004166,8.4,2.5,4.9
GDejMONyY4U_004457,6.8,2.6,4.8
GDejMONyY4U_004751,6.6,3.2,5.6
GDejMONyY4U_004921,11.2,5.7,10.0
GDejMONyY4U_005509,8.0,2.5,6.2
GDejMONyY4U_005609,7.4,2.5,5.1
GDejMONyY4U_005840,13.1,2.4,12.0
GJr8wKk8-YA_000851,8.8,2.0,6.7
GJr8wKk8-YA_001654,9.7,2.0,6.0
GJr8wKk8-YA_003273,10.1,2.7,8.7
GJr8wKk8-YA_003494,8.3,2.5,5.9
GLZENQ5lzGA_000148,10.8,4.7,7.9
GR4c34BIcVw_001288,5.9,1.9,5.5
GRDP68ucrBM_001523,5.0,2.1,4.4
GYWPqbrY8Z4_001405,9.7,5.2,7.7
GYWPqbrY8Z4_001682,6.7,1.8,4.6
GdyJqgxlSxs_000192,10.4,3.7,6.2
GdyJqgxlSxs_000643,8.3,2.4,6.6
GdyJqgxlSxs_002184,11.6,4.9,11.6
GdyJqgxlSxs_002754,6.8,1.3,5.8
GdyJqgxlSxs_002843,13.5,1.9,7.3
GdyJqgxlSxs_004119,5.7,3.0,5.1
GdyJqgxlSxs_004307,6.2,1.0,2.2
GdyJqgxlSxs_004590,10.5,1.9,9.2
GdyJqgxlSxs_004915,8.2,2.3,7.2
GdyJqgxlSxs_005018,8.7,2.7,6.6
GdyJqgxlSxs_006240,7.6,3.6,4.1
GkDXwJXjQx0_001355,5.5,1.4,3.6
HNRS3w5zep8_001182,5.8,2.5,4.8
HNRS3w5zep8_004089,8.0,3.7,5.7
HaC3LrJiTmQ_000073,10.8,5.3,9.0
HaC3LrJiTmQ_000182,12.4,3.4,7.0
HaC3LrJiTmQ_000400,9.7,3.8,7.8
HaC3LrJiTmQ_000498,8.8,4.9,6.1
HaC3LrJiTmQ_000587,9.4,3.3,9.3
HaC3LrJiTmQ_000682,23.8,4.5,22.2
HaC3LrJiTmQ_000921,16.6,6.5,13.0
HaC3LrJiTmQ_001210,18.9,3.7,8.1
HaC3LrJiTmQ_001400,5.9,4.3,5.8
HaC3LrJiTmQ_001752,10.4,4.3,8.3
HaC3LrJiTmQ_001857,14.1,5.9,11.6
HaC3LrJiTmQ_001999,10.0,2.8,10.0
HaC3LrJiTmQ_002100,8.4,2.6,7.9
HaC3LrJiTmQ_002185,13.3,8.0,13.1
HaC3LrJiTmQ_002330,21.4,3.8,8.1
HaC3LrJiTmQ_002720,21.4,7.1,10.0
HaC3LrJiTmQ_003076,18.0,4.0,15.8
HaC3LrJiTmQ_003433,10.5,4.6,8.8
HaC3LrJiTmQ_003539,9.9,5.0,9.6
HaC3LrJiTmQ_003639,13.9,7.0,13.8
HaC3LrJiTmQ_003779,10.4,3.4,5.4
HaC3LrJiTmQ_003884,10.3,4.7,7.3
HaC3LrJiTmQ_003988,10.9,3.8,6.6
HaC3LrJiTmQ_004921,9.3,4.2,7.9
HaC3LrJiTmQ_005015,10.9,4.2,5.8
HaC3LrJiTmQ_005125,11.6,3.8,5.4
HaC3LrJiTmQ_005341,11.2,2.8,10.3
HaC3LrJiTmQ_006147,11.1,6.1,9.5
HbxPs2D_eJw_000062,9.5,5.2,9.5
HbxPs2D_eJw_001347,10.3,3.3,7.7
HbxPs2D_eJw_001760,11.8,3.1,10.9
HbxPs2D_eJw_002724,5.3,0.9,4.1
HbxPs2D_eJw_005338,8.1,0.9,4.6
Hd2IzHAfkCI_000073,11.7,5.5,9.0
Hd2IzHAfkCI_000191,10.9,3.1,6.0
Hd2IzHAfkCI_000401,12.7,4.3,11.7
Hd2IzHAfkCI_000529,9.9,3.6,5.9
Hd2IzHAfkCI_000629,8.9,5.1,8.1
Hd2IzHAfkCI_000799,9.9,4.2,9.3
Hd2IzHAfkCI_000899,9.9,5.0,7.2
Hd2IzHAfkCI_000999,9.1,3.8,6.1
Hd2IzHAfkCI_001201,10.0,3.3,9.4
Hd2IzHAfkCI_001302,8.9,3.7,8.6
Hd2IzHAfkCI_001472,8.9,2.7,6.8
Hd2IzHAfkCI_001562,9.9,3.7,6.3
Hd2IzHAfkCI_001662,9.9,4.2,8.0
Hd2IzHAfkCI_001977,10.9,5.3,10.9
Hd2IzHAfkCI_002351,11.9,1.7,6.3
Hd2IzHAfkCI_002728,11.0,5.2,11.0
Hd2IzHAfkCI_002839,10.0,3.6,9.0
Hd2IzHAfkCI_002940,9.9,3.0,8.2
Hd2IzHAfkCI_003040,13.9,2.6,8.6
Hd2IzHAfkCI_003180,9.9,0.6,6.2
Hd2IzHAfkCI_003280,10.9,0.9,6.5
Hd2IzHAfkCI_003390,10.9,1.5,10.9
Hd2IzHAfkCI_003500,11.0,3.8,9.9
Hd2IzHAfkCI_003611,8.9,3.8,6.3
Hd2IzHAfkCI_003701,8.9,3.7,4.9
Hd2IzHAfkCI_003791,9.9,3.5,7.1
Hd2IzHAfkCI_003891,9.9,3.0,9.1
Hd2IzHAfkCI_004151,7.9,3.1,6.1
Hd2IzHAfkCI_004321,8.9,3.9,6.9
Hd2IzHAfkCI_004534,10.9,4.5,7.5
Hd2IzHAfkCI_004644,13.9,2.8,10.8
Hd2IzHAfkCI_004884,12.8,4.0,9.3
Hd2IzHAfkCI_005113,10.9,2.7,7.9
Hd2IzHAfkCI_005223,8.9,4.2,5.3
Hd2IzHAfkCI_005643,10.9,2.5,10.9
HeK6zbf8I9Y_000191,4.5,2.0,4.5
HeK6zbf8I9Y_000237,7.5,4.9,7.2
HeK6zbf8I9Y_001586,9.5,4.1,8.0
HeK6zbf8I9Y_001702,7.9,2.4,4.4
HeK6zbf8I9Y_002489,11.2,3.9,5.7
HeK6zbf8I9Y_003736,6.1,4.3,6.0
HeK6zbf8I9Y_005063,5.4,2.0,3.9
Hfs4AlBmg70_000145,9.0,2.4,4.8
Hfs4AlBmg70_000258,5.9,1.3,5.2
Hfs4AlBmg70_000527,4.8,1.7,4.5
Hfs4AlBmg70_004290,6.0,2.8,5.2
Hfs4AlBmg70_004372,5.6,3.0,5.3
Hfs4AlBmg70_005182,7.5,1.6,6.5
Hkui6PJboFg_000164,5.4,3.6,5.4
Hkui6PJboFg_000400,9.7,3.4,7.2
Hkui6PJboFg_000693,10.6,5.0,7.3
Hkui6PJboFg_000800,10.5,4.4,8.4
Hkui6PJboFg_000906,13.1,10.5,11.6
Hkui6PJboFg_001038,8.2,3.1,3.7
Hkui6PJboFg_001217,9.6,3.2,6.6
Hkui6PJboFg_001910,10.3,2.3,4.7
Hkui6PJboFg_002099,8.1,0.8,4.1
Hkui6PJboFg_002259,9.0,3.1,6.0
Hkui6PJboFg_002664,9.2,2.5,6.0
Hkui6PJboFg_003063,6.5,1.9,4.8
Hkui6PJboFg_003308,9.7,5.0,8.6
Hkui6PJboFg_003406,10.8,3.9,7.7
Hkui6PJboFg_003515,8.0,2.2,5.1
Hkui6PJboFg_003742,6.9,1.9,3.7
Hkui6PJboFg_003812,4.1,2.4,4.1
Hkui6PJboFg_003854,9.9,5.4,7.7
Hkui6PJboFg_004102,8.1,1.9,5.8
Hkui6PJboFg_004330,8.9,1.6,5.0
Hkui6PJboFg_004420,5.7,1.1,3.0
Hkui6PJboFg_004555,7.6,1.3,2.9
Hkui6PJboFg_004632,7.7,4.0,5.1
Hkui6PJboFg_004710,7.7,3.2,6.1
Hkui6PJboFg_004978,8.3,3.2,5.8
Hkui6PJboFg_005122,8.1,3.1,4.8
Hkui6PJboFg_005484,6.2,2.4,4.8
Hkui6PJboFg_005547,4.8,2.4,4.7
Hkui6PJboFg_005752,11.9,3.8,9.1
Hkui6PJboFg_005872,8.4,4.0,8.3
Hx8FMhmdOQU_000074,9.8,3.5,7.0
Hx8FMhmdOQU_000263,9.9,4.6,8.0
Hx8FMhmdOQU_000363,11.9,6.1,9.3
Hx8FMhmdOQU_000605,10.9,5.5,8.0
Hx8FMhmdOQU_000715,9.9,2.8,8.9
Hx8FMhmdOQU_000815,8.9,4.3,7.5
Hx8FMhmdOQU_000905,8.9,3.1,5.5
Hx8FMhmdOQU_000995,11.1,4.4,10.4
Hx8FMhmdOQU_001208,14.8,3.8,10.8
Hx8FMhmdOQU_001357,12.6,1.6,9.1
Hx8FMhmdOQU_001789,9.9,6.4,9.5
Hx8FMhmdOQU_001889,13.9,1.9,13.3
Hx8FMhmdOQU_002154,7.0,1.8,6.5
Hx8FMhmdOQU_002333,11.9,3.5,8.8
Hx8FMhmdOQU_002453,9.8,0.9,6.2
Hx8FMhmdOQU_002552,11.9,6.4,8.4
Hx8FMhmdOQU_002672,7.8,2.6,5.3
Hx8FMhmdOQU_002751,13.9,4.1,13.7
Hx8FMhmdOQU_002991,9.9,4.3,7.8
Hx8FMhmdOQU_003461,5.9,1.3,4.5
Hx8FMhmdOQU_003521,7.9,1.7,5.0
Hx8FMhmdOQU_003691,8.9,2.5,8.9
Hx8FMhmdOQU_003882,10.9,3.9,8.8
Hx8FMhmdOQU_003992,13.9,5.8,11.8
Hx8FMhmdOQU_004132,11.9,3.9,8.5
Hx8FMhmdOQU_004468,8.9,3.8,8.9
Hx8FMhmdOQU_004558,9.1,3.7,6.9
Hx8FMhmdOQU_004650,7.9,3.9,5.5
Hx8FMhmdOQU_004730,12.0,5.4,9.5
Hx8FMhmdOQU_004851,11.9,6.7,8.3
Hx8FMhmdOQU_004971,9.9,3.4,9.8
Hx8FMhmdOQU_005071,7.9,3.8,6.6
Hx8FMhmdOQU_005151,9.9,4.3,8.6
Hx8FMhmdOQU_005251,9.9,2.1,4.7
Hx8FMhmdOQU_005351,12.8,0.7,8.2
Hx8FMhmdOQU_005480,11.9,2.5,11.3
Hx8FMhmdOQU_005700,17.7,2.1,11.6
HzVbo46kkBA_000073,11.3,3.2,7.4
HzVbo46kkBA_000187,14.9,4.8,13.1
HzVbo46kkBA_000447,12.2,3.8,10.1
HzVbo46kkBA_000570,9.9,3.1,8.5
HzVbo46kkBA_000670,14.6,5.2,7.9
HzVbo46kkBA_001028,8.9,2.7,4.7
HzVbo46kkBA_001118,10.2,4.6,6.7
HzVbo46kkBA_001321,9.9,2.5,5.7
HzVbo46kkBA_001421,10.0,3.0,7.1
HzVbo46kkBA_001861,12.5,6.6,8.7
HzVbo46kkBA_002077,14.0,6.2,11.7
HzVbo46kkBA_002218,6.2,5.0,6.2
HzVbo46kkBA_002477,9.8,3.1,9.8
HzVbo46kkBA_002576,8.9,1.3,6.0
HzVbo46kkBA_002666,11.3,2.0,10.4
HzVbo46kkBA_003240,10.3,1.5,6.8
HzVbo46kkBA_003344,13.9,3.2,6.8
HzVbo46kkBA_003484,10.9,5.8,8.4
HzVbo46kkBA_003594,13.9,6.7,10.6
HzVbo46kkBA_003734,9.9,6.1,8.0
HzVbo46kkBA_003834,9.9,4.2,7.2
HzVbo46kkBA_004044,7.9,2.2,7.7
HzVbo46kkBA_004225,9.7,4.1,6.9
HzVbo46kkBA_004735,14.0,9.5,12.1
HzVbo46kkBA_004876,9.9,4.1,6.6
HzVbo46kkBA_005295,14.9,6.7,11.5
HzVbo46kkBA_005827,11.3,4.5,11.3
IFhWIS-Gwps_000642,13.9,4.7,9.0
IFhWIS-Gwps_002227,5.6,1.5,4.2
IFhWIS-Gwps_006044,14.9,1.1,5.7
IIuaTrT3pp0_000594,6.5,2.0,4.8
IOoVklIZLMw_000191,5.3,4.6,5.3
IOoVklIZLMw_000290,9.9,4.4,6.5
IOoVklIZLMw_000390,13.5,3.3,7.2
IOoVklIZLMw_000526,24.1,2.2,8.8
IOoVklIZLMw_000768,10.0,4.9,7.8
IOoVklIZLMw_000869,6.5,4.8,6.4
IOoVklIZLMw_001063,10.4,4.2,7.3
IOoVklIZLMw_001168,8.5,5.7,7.1
IOoVklIZLMw_001334,12.7,4.3,10.1
IOoVklIZLMw_002881,14.3,7.7,10.5
IOoVklIZLMw_003025,13.0,9.2,10.9
IOoVklIZLMw_003156,6.8,5.7,6.8
IOoVklIZLMw_003545,9.9,2.4,4.8
IOoVklIZLMw_003645,10.9,3.2,6.2
IOoVklIZLMw_003755,12.3,5.6,9.2
IOoVklIZLMw_003879,15.4,6.5,10.0
IOoVklIZLMw_004034,12.9,5.8,12.9
IOoVklIZLMw_004164,11.9,6.7,9.8
IOoVklIZLMw_004588,17.8,7.6,10.9
IOoVklIZLMw_005100,10.9,4.4,9.3
IOoVklIZLMw_005210,10.8,4.8,9.7
IOvkPjLsybM_000609,7.6,1.7,5.4
IQwS7BEjUxM_000221,8.7,5.3,6.6
IQwS7BEjUxM_000316,4.2,1.1,2.8
IQwS7BEjUxM_000520,6.9,1.5,2.8
IQwS7BEjUxM_000703,11.7,5.9,8.4
IQwS7BEjUxM_000821,18.9,3.1,10.5
IQwS7BEjUxM_001011,10.2,3.0,6.5
IQwS7BEjUxM_001114,8.6,4.5,6.0
IQwS7BEjUxM_001201,9.3,2.6,5.4
IQwS7BEjUxM_001295,4.8,4.0,4.8
IQwS7BEjUxM_001640,14.2,5.7,9.2
IQwS7BEjUxM_001878,9.9,5.4,9.2
IQwS7BEjUxM_001978,11.7,3.9,7.5
IQwS7BEjUxM_002666,10.4,5.7,9.2
IQwS7BEjUxM_003203,8.0,1.8,8.0
IQwS7BEjUxM_003470,9.0,4.2,7.0
IQwS7BEjUxM_003927,9.9,4.5,7.3
IQwS7BEjUxM_004386,10.9,3.1,8.0
IQwS7BEjUxM_004496,7.2,2.7,6.6
IQwS7BEjUxM_004755,19.4,2.9,5.2
IQwS7BEjUxM_004950,13.9,4.9,10.3
IQwS7BEjUxM_005090,17.2,2.2,6.9
IQwS7BEjUxM_005263,13.9,6.1,9.5
Izf9l3VWQuo_000073,11.7,4.0,8.4
Izf9l3VWQuo_000191,13.9,7.3,11.9
Izf9l3VWQuo_000331,17.0,4.0,8.1
Izf9l3VWQuo_001035,9.9,4.4,7.1
Izf9l3VWQuo_001135,11.4,3.9,8.5
Izf9l3VWQuo_001250,12.8,10.2,12.8
Izf9l3VWQuo_001651,13.9,4.8,12.1
Izf9l3VWQuo_001791,9.7,4.2,9.7
Izf9l3VWQuo_001889,13.9,5.3,11.2
Izf9l3VWQuo_002152,17.9,4.0,8.4
Izf9l3VWQuo_002332,9.8,3.7,7.1
Izf9l3VWQuo_002783,9.9,3.2,5.3
Izf9l3VWQuo_002883,13.7,3.5,9.8
Izf9l3VWQuo_003543,6.4,5.1,6.4
Izf9l3VWQuo_003768,15.1,6.4,13.3
Izf9l3VWQuo_003920,9.9,3.3,6.3
Izf9l3VWQuo_004020,11.9,2.5,7.1
Izf9l3VWQuo_004140,11.5,5.6,10.9
Izf9l3VWQuo_004422,7.9,6.9,7.9
Izf9l3VWQuo_004502,17.2,5.5,8.7
Izf9l3VWQuo_004675,10.1,4.3,7.3
Izf9l3VWQuo_004777,9.9,3.8,6.2
Izf9l3VWQuo_004877,14.6,2.0,4.1
J-j5eIHg8I0_000073,12.0,4.5,9.5
J-j5eIHg8I0_000274,11.2,6.7,8.8
J-j5eIHg8I0_000387,11.7,6.0,11.7
J-j5eIHg8I0_000505,7.6,3.6,4.8
J-j5eIHg8I0_000582,14.0,6.9,9.2
J-j5eIHg8I0_001444,6.9,2.0,4.1
J-j5eIHg8I0_001917,11.9,1.7,5.7
J-j5eIHg8I0_002187,13.9,5.3,7.6
J-j5eIHg8I0_002327,14.9,6.4,11.0
J-j5eIHg8I0_002588,11.8,2.6,11.8
J-j5eIHg8I0_003655,9.9,3.5,5.1
J-j5eIHg8I0_003855,12.3,2.5,8.9
J-j5eIHg8I0_003979,10.1,3.5,5.2
J-j5eIHg8I0_004081,12.7,3.0,6.1
J-j5eIHg8I0_004326,8.9,3.3,6.2
J-j5eIHg8I0_004588,9.9,4.6,7.5
J-j5eIHg8I0_004779,12.8,6.9,12.0
J-j5eIHg8I0_004908,10.1,2.9,7.3
J-j5eIHg8I0_005010,17.9,13.0,14.7
J-j5eIHg8I0_005190,10.9,6.3,9.0
JHfjuFrnpjA_000073,13.7,4.8,10.7
JHfjuFrnpjA_000211,13.9,7.1,9.4
JHfjuFrnpjA_000631,8.9,4.0,8.9
JHfjuFrnpjA_000962,8.1,4.4,6.5
JHfjuFrnpjA_001443,13.9,8.5,12.5
JHfjuFrnpjA_001583,15.5,6.9,15.5
JHfjuFrnpjA_001839,11.9,2.6,6.2
JHfjuFrnpjA_002644,6.4,2.1,5.3
JHfjuFrnpjA_002709,11.6,7.6,8.3
JHfjuFrnpjA_003052,4.6,4.2,4.6
JHfjuFrnpjA_003694,9.9,6.5,9.9
JHfjuFrnpjA_003959,9.9,3.5,8.7
JHfjuFrnpjA_004861,9.0,3.1,4.8
JHfjuFrnpjA_005052,17.6,3.0,5.9
JHfjuFrnpjA_005520,14.9,10.0,11.7
JPfUoxTjKo4_000021,12.9,2.4,4.7
JPfUoxTjKo4_001785,8.6,4.2,6.7
JV0D-YkWHD8_000061,9.0,3.7,4.6
JV0D-YkWHD8_000312,11.3,2.8,5.6
JV0D-YkWHD8_000529,8.0,2.9,4.8
JV0D-YkWHD8_000610,7.8,2.5,7.8
JV0D-YkWHD8_000956,6.9,3.7,5.4
JV0D-YkWHD8_001599,8.6,3.4,7.6
JV0D-YkWHD8_001966,6.6,0.6,3.1
JV0D-YkWHD8_002033,9.0,3.6,9.0
JV0D-YkWHD8_002308,11.2,3.6,7.7
JV0D-YkWHD8_002599,7.6,2.2,4.7
JV0D-YkWHD8_002676,7.5,2.4,5.2
JV0D-YkWHD8_002752,8.0,2.8,5.9
JV0D-YkWHD8_002833,4.4,2.4,3.9
JV0D-YkWHD8_002950,8.4,2.5,4.7
JV0D-YkWHD8_003035,8.8,3.6,8.8
JV0D-YkWHD8_003124,6.5,2.3,5.6
JV0D-YkWHD8_003258,7.0,1.7,5.8
JV0D-YkWHD8_003329,8.8,1.6,5.7
JV0D-YkWHD8_003418,7.3,1.0,3.2
JV0D-YkWHD8_003816,7.6,0.8,4.1
JV0D-YkWHD8_003893,4.5,1.1,2.2
JV0D-YkWHD8_004103,6.7,1.7,4.8
JV0D-YkWHD8_004334,5.6,1.9,3.4
JV0D-YkWHD8_004391,8.5,1.8,4.3
JV0D-YkWHD8_004477,8.6,2.3,5.1
JV0D-YkWHD8_004564,5.8,3.4,5.6
JV0D-YkWHD8_004623,6.2,1.2,5.6
JV0D-YkWHD8_004686,8.1,1.5,7.7
J_ggxJD3Uy8_001670,9.7,3.0,6.8
J_ggxJD3Uy8_002552,5.1,1.8,4.5
J_ggxJD3Uy8_002884,6.5,2.1,5.7
J_ggxJD3Uy8_003633,6.8,2.4,5.0
J_ggxJD3Uy8_005254,5.3,0.3,2.7
JkYzYrJpSoQ_000073,13.7,3.9,11.8
JkYzYrJpSoQ_000211,13.2,6.9,9.5
JkYzYrJpSoQ_000344,11.9,2.2,8.2
JkYzYrJpSoQ_000464,10.0,4.8,7.9
JkYzYrJpSoQ_000565,9.9,5.7,7.4
JkYzYrJpSoQ_000665,13.9,5.3,9.6
JkYzYrJpSoQ_000805,11.9,5.0,9.8
JkYzYrJpSoQ_000925,9.5,7.6,9.5
JkYzYrJpSoQ_001165,8.9,5.1,7.8
JkYzYrJpSoQ_001455,10.0,4.0,6.1
JkYzYrJpSoQ_001646,11.9,4.5,10.7
JkYzYrJpSoQ_002103,6.7,1.8,6.7
JkYzYrJpSoQ_002340,7.9,3.0,5.4
JkYzYrJpSoQ_002420,9.9,3.9,6.8
JkYzYrJpSoQ_002610,8.9,4.3,4.9
JkYzYrJpSoQ_003579,13.9,2.9,4.4
JkYzYrJpSoQ_003719,12.6,3.0,6.4
JkYzYrJpSoQ_004088,11.9,6.5,8.9
JkYzYrJpSoQ_004398,11.9,6.3,9.4
JkYzYrJpSoQ_004518,13.9,3.2,9.6
JkYzYrJpSoQ_004658,11.3,4.2,9.1
JkYzYrJpSoQ_004772,9.8,2.8,6.1
JkYzYrJpSoQ_004871,8.6,2.0,3.8
JkYzYrJpSoQ_004958,6.9,1.5,2.9
JkYzYrJpSoQ_005028,6.1,5.4,6.1
JkYzYrJpSoQ_005112,9.3,4.5,7.2
JkYzYrJpSoQ_005206,10.9,3.2,8.9
JmwUVoOrgk8_000152,9.7,2.2,3.4
JmwUVoOrgk8_000467,7.0,1.5,4.0
JmwUVoOrgk8_000849,9.9,0.7,4.7
JmwUVoOrgk8_001359,11.9,5.6,8.0
JmwUVoOrgk8_002081,13.9,5.2,8.4
JmwUVoOrgk8_003287,3.6,0.7,3.0
Jt6_hinpKpk_001075,7.7,2.9,5.9
Jt6_hinpKpk_001859,3.4,1.1,3.3
K1r3m5OrmB4_000061,7.7,1.6,4.9
K1r3m5OrmB4_000139,9.6,1.9,6.3
K1r3m5OrmB4_000236,7.6,3.0,5.8
K1r3m5OrmB4_000416,7.4,3.6,7.4
K1r3m5OrmB4_001235,10.0,5.2,7.4
K1r3m5OrmB4_001450,11.0,4.4,8.7
K1r3m5OrmB4_001561,6.4,2.4,3.8
K1r3m5OrmB4_001626,8.0,3.5,5.3
K1r3m5OrmB4_001992,8.5,1.3,3.9
K1r3m5OrmB4_002078,7.8,3.2,5.7
K1r3m5OrmB4_002474,9.1,2.8,4.5
K1r3m5OrmB4_002566,8.5,3.9,7.4
K1r3m5OrmB4_002652,10.9,0.7,2.6
K1r3m5OrmB4_003089,10.1,6.1,9.3
K1r3m5OrmB4_003191,13.3,2.4,5.6
K1r3m5OrmB4_003325,6.3,5.1,5.2
K1r3m5OrmB4_003916,9.3,3.9,6.3
K1r3m5OrmB4_004387,9.3,1.7,7.0
K1r3m5OrmB4_004601,7.8,1.6,5.0
K1r3m5OrmB4_004978,13.7,4.7,11.1
K1r3m5OrmB4_005116,7.1,1.7,4.6
K1r3m5OrmB4_005466,10.1,4.5,7.5
K1r3m5OrmB4_005568,9.4,5.6,8.1
K1r3m5OrmB4_006005,8.9,4.4,8.0
K1r3m5OrmB4_006095,6.1,1.4,4.2
K1r3m5OrmB4_006157,7.6,3.6,7.6
K1r3m5OrmB4_006234,7.1,2.4,5.1
KOm5jw8vGrE_001269,7.7,2.2,4.2
L334aqEJxys_000197,8.8,4.8,6.5
L334aqEJxys_000590,7.9,2.5,5.4
L334aqEJxys_000670,14.9,7.0,11.3
L334aqEJxys_000820,8.6,7.4,8.6
